AAPL,GOOG,TSLA,XRP,SOL,DOGE,ETH,BIT,ADA,CRO,LTC,UNI,BNB
121.26,2036.86,675.5,0.42790019,13.58794089,0.05047986,1446.0336503,46339.76008289,1.24110539,0.15498058,170.39815323,23.07451171,221.68042929
,,,0.43780898,13.20116764,0.0500829,1459.97312093,46188.45127539,1.32486029,0.15121904,172.10044726,23.45471967,225.2494434
,,,0.41495318,13.08924694,0.04805151,1416.0489059,45137.77046805,1.30805905,0.13425579,164.92717308,22.18955961,209.57440411
127.79,2081.51,718.43,0.44724414,14.95558764,0.05059866,1564.70764686,49631.24137077,1.29238787,0.1495617,175.23790535,25.44464301,254.62993345
125.12,2075.84,686.44,0.43683726,13.95892139,0.05026221,1492.60881427,48378.98805435,1.22558215,0.15228873,177.87243611,25.60691279,239.52253899
122.06,2026.71,653.2,0.45027913,14.11559058,0.05059207,1575.85312451,50538.24341445,1.21659321,0.15770535,188.5256632,25.4664093,241.0913696
120.13,2049.09,621.44,0.48660534,13.09798332,0.05004843,1541.91428551,48561.1661539,1.114868,0.15081868,181.07864812,28.26248115,229.94506397
121.42,2108.54,597.95,0.45811912,12.61044281,0.04960851,1533.27497556,48927.3045548,1.16852303,0.15198968,180.76561344,28.34505432,226.37256524
,,,0.46510621,13.03645795,0.05098429,1654.74151694,48912.38173056,1.13101176,0.15429862,182.98190116,28.477107,226.66685132
,,,0.46686727,13.87773227,0.05212174,1723.15379607,51206.69295308,1.13336664,0.15979874,190.75911134,34.27825427,240.17921656
116.36,2024.17,563.0,0.47359734,13.60218776,0.06194928,1834.72788609,52246.52230995,1.11805335,0.16014703,191.92768383,33.29326699,240.31866521
121.09,2052.7,673.58,0.48598773,14.84631098,0.05799823,1868.04878133,54824.11781138,1.19516106,0.17120558,203.63786522,32.86460519,293.46322088
119.98,2055.03,668.06,0.46316597,14.23108356,0.05600395,1799.16622355,56008.54940114,1.1350027,0.17288263,200.51685695,30.9670982,279.35802339
121.96,2114.77,699.6,0.45295964,15.99227934,0.05591786,1826.19498661,57805.12301924,1.12478953,0.19027201,201.25033709,31.02901176,289.79078867
121.03,2061.92,693.73,0.44113069,14.552142,0.05534893,1772.10247833,57332.08896391,1.03914391,0.19042917,220.82940067,31.00783836,263.68583121
,,,0.45992445,15.30880274,0.06243198,1924.68543997,61243.08476552,1.10331403,0.1982849,226.57829812,32.52656862,276.10469161
,,,0.44211151,14.50826599,0.0585919,1854.56437805,59302.31697742,1.05915359,0.18595251,215.29610435,30.7960226,264.63673926
123.99,2066.49,707.94,0.43755501,14.18666194,0.05708768,1791.70230241,55907.20022619,1.03353881,0.17529491,201.26461988,29.81665621,254.66082858
125.57,2092.52,676.88,0.46259998,13.62277289,0.0586074,1806.9717631,56804.90123161,1.24295254,0.19396525,201.04063659,29.93006336,258.10066992
124.76,2091.08,701.81,0.47241705,14.22020281,0.05765313,1823.44937973,58870.89333325,1.37867349,0.19739054,206.06792781,31.33999408,269.85484604
120.53,2036.22,653.16,0.47291937,14.23002516,0.05738277,1782.85512445,57858.92070527,1.23900607,0.22164099,200.53731095,30.02918318,261.70480662
119.99,2043.2,654.87,0.4711709,14.20479642,0.05832836,1817.62409241,58346.65297359,1.30216994,0.24316039,201.06371543,33.25638035,264.0574314
,,,0.52699085,14.21198148,0.05896063,1812.63460132,58313.64260857,1.20654146,0.21723303,200.80642376,32.19557077,264.74167667
,,,0.51983541,14.33220593,0.05723426,1788.21700883,57523.42098673,1.18914019,0.22248744,196.42775459,32.68374904,264.8861617
123.39,2038.59,670.0,0.54994159,14.91929305,0.0549616,1691.33401831,54529.14561107,1.10987396,0.21692594,187.07783543,32.96406372,255.9001907
122.54,2052.96,662.16,0.55659505,14.20483076,0.05355558,1678.65013849,54738.94493032,1.12155217,0.21459478,187.39396472,31.10017847,255.68967121
120.09,2045.06,630.27,0.48883678,13.66129764,0.05170175,1593.4134567,52774.26369049,1.07500238,0.2187281,177.65495515,27.59833762,249.85138142
120.59,2044.36,640.39,0.51749833,13.02508469,0.05144848,1595.359192,51704.1619252,1.10157403,0.20660372,173.06118625,26.67650097,234.88542998
121.21,2035.55,618.71,0.56705516,14.77942113,0.05395158,1702.84201957,55137.31372578,1.21396897,0.21313584,184.27867316,28.96528846,255.10456453
,,,0.55044347,16.50832188,0.05437709,1716.49461243,55973.51084173,1.17657685,0.20517853,184.83043819,28.13306028,269.10231416
,,,0.55075583,18.01623371,0.05369841,1691.35596451,55950.7457745,1.19112378,0.20367223,185.02849167,27.84012417,269.19128686
121.39,2055.95,611.29,0.56787082,18.85480803,0.05405164,1819.68496282,57750.19987147,1.20254105,0.21865378,194.47477728,29.12337236,275.21461939
119.9,2055.54,635.62,0.56685858,19.2339251,0.05390039,1846.03369779,58917.6930451,1.2133165,0.22157844,196.6820915,28.48761617,311.42649356
122.15,2068.63,667.93,0.57386946,19.46522941,0.05365728,1918.36206064,58918.83271375,1.19326443,0.216001,197.49909288,27.98652266,302.06345942
123.0,2137.75,661.75,0.57929188,19.08490113,0.06198606,1977.27688844,59095.80797806,1.18924435,0.22130489,204.11252259,28.73943227,335.21287849
,,,0.6165688,19.81022269,0.05766378,2143.22563228,59384.3133586,1.1965094,0.23070691,213.22838562,30.1756456,339.00772696
,,,0.59091504,22.55227712,0.0558036,2028.4224386,57603.88917376,1.17327738,0.21598311,197.14820308,29.54988535,323.13352019
,,,0.64672914,24.06132316,0.0574037,2093.12285275,58758.55629127,1.19141987,0.22916112,204.04290553,31.06555543,351.62439684
125.9,2225.55,691.05,0.92047305,22.98428282,0.05969593,2107.88709669,59057.87896588,1.2142998,0.24684827,221.06904212,30.79484599,367.77249051
126.21,2224.75,691.62,1.09626562,24.95714641,0.06445823,2118.37895913,58192.35868406,1.25535429,0.23104184,237.66490597,31.32274785,403.5907625
127.9,2249.68,670.97,0.91757616,26.47807994,0.05902847,1971.07725542,56048.93781271,1.17514881,0.18872076,219.42367841,28.59392519,374.65880229
130.36,2265.44,683.8,1.05275643,27.03398715,0.06146385,2088.57365088,58323.95357975,1.21943585,0.20334856,227.00301798,30.22243116,418.03838234
133.0,2285.88,677.02,1.02083654,27.77827443,0.06168375,2072.10887563,58245.00300108,1.20353954,0.21011964,221.86236305,29.56221964,453.17848235
,,,1.37441607,26.84140371,0.06384492,2135.9422007,59793.23541009,1.21875827,0.21518136,255.62019755,29.79238981,472.56034233
,,,1.36053004,27.9318899,0.07464893,2157.65703708,60204.96491379,1.26673468,0.21348582,253.63446683,29.97910154,525.38556899
131.24,2254.79,701.98,1.46773497,28.51212449,0.07076687,2139.35319598,59893.45188869,1.31612697,0.20934023,244.49437292,36.7548148,598.72264749
134.43,2267.27,762.32,1.79400136,27.43555345,0.09344469,2299.18778599,63503.45793019,1.41178614,0.22480498,266.98147112,35.32225973,549.58653697
132.03,2254.84,732.23,1.83923574,26.47511075,0.12151736,2435.10501889,63109.69593464,1.45542011,0.24237387,279.7484056,36.15106629,549.59186816
134.5,2296.66,738.85,1.76606672,27.81831384,0.18220744,2519.11610012,63314.01084504,1.48158783,0.24519625,286.59059203,37.84837046,542.6320949
134.16,2297.76,739.78,1.55752673,25.39736605,0.36587002,2431.94650379,61572.78960116,1.41694879,0.23704246,310.61273991,36.27966064,510.22019491
,,,1.56005467,25.09987446,0.28417344,2344.89498097,60683.82123331,1.38486887,0.23837054,304.75991539,35.09549297,520.41674735
,,,1.4059981,32.30291905,0.32047533,2237.13702776,56216.18500243,1.27550088,0.20655052,273.09882697,31.74631832,481.03425396
134.84,2302.4,714.63,1.31504432,31.67589453,0.40731778,2166.1887655,55724.26709807,1.19795885,0.1952872,261.91921665,31.44609719,505.09292344
133.11,2293.63,718.99,1.38329899,31.77005352,0.31949967,2330.21093719,56473.0322808,1.26593427,0.19559043,260.94134637,31.96318937,587.029086
133.5,2293.29,744.12,1.29649777,32.5130438,0.30692451,2364.75182249,53906.08804584,1.2067348,0.19280672,258.80559248,33.60399021,546.02357326
131.94,2267.92,719.69,1.15968188,38.87975927,0.26096732,2403.53524134,51762.27205146,1.14701712,0.17559361,253.07834802,34.13132198,506.01300652
134.32,2315.3,729.4,1.1696597,36.97842065,0.24850933,2363.58620073,51093.65070999,1.15570193,0.17259766,241.35878519,32.88169163,526.56524857
,,,1.04870583,40.73731561,0.27021226,2211.62580802,50050.86821565,1.10135493,0.16603698,224.83576607,30.11583815,496.41506617
,,,1.03225582,47.3676269,0.25111084,2316.05965928,49004.25326318,1.08825032,0.16841391,223.63285928,33.88875065,505.07705473
134.72,2326.74,738.2,1.36850552,43.97651543,0.27067449,2534.4817987,54021.75478737,1.23401945,0.18748403,247.40592248,37.94541273,534.57769122
134.39,2307.12,704.74,1.40095461,43.2390029,0.2721883,2662.86524559,55033.11801332,1.30692719,0.19399519,259.65229592,39.61473184,568.47054794
133.58,2379.91,694.4,1.35860097,44.82598502,0.32368163,2746.38005291,54824.70489507,1.33566594,0.18702678,258.50517094,42.80321249,562.63256836
133.48,2429.89,677.0,1.3993598,42.46054046,0.30516938,2756.87699416,53555.10849133,1.3080138,0.18453121,255.58527087,41.03312655,599.7065421
131.46,2410.12,709.44,1.59167357,42.95600088,0.33756111,2773.20713193,57750.17734563,1.35244901,0.19826524,271.16707826,40.69766537,624.08056078
,,,1.65102495,49.50802136,0.39298743,2945.89270802,57828.05063222,1.35307116,0.19425865,276.83352024,40.19977427,619.34722929
,,,1.56264103,46.89098709,0.3760461,2952.05605494,56631.07741255,1.32681236,0.18704489,269.10436986,42.32731437,622.10101373
132.54,2395.17,684.9,1.5559947,45.93368941,0.44170671,3431.08613981,57200.29122289,1.36202978,0.18784121,294.70401603,42.31752885,675.68407747
127.85,2354.25,673.6,1.39237606,42.7295562,0.54133438,3253.62947001,53333.53775274,1.2741105,0.16589647,306.23450395,43.16450615,611.2003008
128.1,2356.74,670.94,1.61451155,44.92357516,0.65763288,3522.78318978,57424.00594813,1.47552896,0.18440218,356.03707899,42.49618733,651.66270747
129.74,2381.35,663.54,1.60058065,43.45567555,0.58080387,3490.88045894,56396.51416376,1.65012351,0.1899728,353.51035114,40.22020652,633.28039598
130.21,2398.69,672.37,1.58175517,43.15501855,0.68477698,3484.72889546,57356.40187692,1.6534527,0.19014458,346.25356951,39.78305305,624.56330073
,,,1.56259835,45.56153042,0.63643918,3902.64773368,58803.77580865,1.61955362,0.18116205,346.3687306,40.40708818,646.10081969
,,,1.53529288,44.33019564,0.57007049,3928.84470583,58232.3161419,1.77056202,0.17749957,386.45077919,39.43003307,662.2285746
126.85,2341.66,629.04,1.38900575,42.9096342,0.44996367,3952.29387234,55859.79754454,1.64469609,0.15621066,359.32930323,36.38795258,631.35200714
125.91,2308.76,617.2,1.47768244,44.57746773,0.49523086,4168.70104865,56704.5730585,1.76407741,0.17369025,377.38879964,38.4899796,672.33394593
122.77,2239.08,589.89,1.24786361,42.45731054,0.38537602,3785.84860304,49150.53387514,1.55277474,0.15413759,303.08485491,36.03806779,588.18519356
124.97,2261.97,571.69,1.35891006,40.99785093,0.49037394,3715.14846639,49716.19160254,1.93366833,0.16168471,316.90934375,37.36915995,571.43453452
127.45,2316.16,589.74,1.40291747,42.71786492,0.55960438,4079.05745857,49880.53342038,2.00479628,0.16449628,326.23386846,40.32621293,603.12827135
,,,1.48588012,43.46130814,0.50797205,3638.12204192,46760.18656071,2.17402734,0.15412365,299.77251044,36.57718291,563.04166633
,,,1.45260573,47.20082674,0.51489521,3587.50620646,46456.05847448,2.30911258,0.15141395,296.62703675,36.56150503,562.82985597
126.27,2321.41,576.83,1.49630034,46.86320579,0.48789165,3282.39779583,43537.51138918,2.03222585,0.14332767,281.76930683,33.28563801,511.96439791
124.85,2303.43,577.87,1.5907339,55.91096029,0.47611501,3380.0700925,42909.40092517,2.00366235,0.14771085,294.6193151,35.07203032,508.02230499
124.69,2308.71,563.46,1.07031315,35.10718335,0.33312345,2460.67920048,37002.4404659,1.48252148,0.12127186,189.52017899,23.42795801,339.02548616
127.31,2356.09,586.78,1.18553663,44.74274669,0.40019368,2784.29415835,40782.73826245,1.81046891,0.12740548,212.27613741,26.39457361,393.61277044
125.43,2345.1,580.88,1.0069763,38.81285182,0.35938192,2430.62138539,37304.69067136,1.55227651,0.12073228,180.19703077,21.90126016,326.29632017
,,,0.90631728,31.31558234,0.34237123,2295.70565666,37536.63111241,1.46362221,0.11809805,169.5945621,20.38345517,299.50409384
,,,0.79701534,24.6887481,0.30807063,2109.57985208,34770.58362292,1.32543642,0.09707265,143.51935628,16.83633451,262.94567329
127.1,2406.67,606.44,0.99283503,31.28357082,0.36616223,2643.5909947,38705.97863723,1.54948454,0.12213217,183.99412311,24.62764998,345.30963601
126.9,2409.07,604.69,0.97618689,29.99707775,0.34630195,2706.62898111,38402.22385137,1.55536852,0.12277305,183.49789699,25.1950171,344.11397236
126.85,2433.53,619.13,1.0337254,35.53981588,0.35369307,2888.69868104,39294.19738214,1.78270247,0.13076995,199.22433183,29.36829573,379.85430638
125.28,2402.51,630.85,0.97023464,33.58459127,0.33294531,2736.48858585,38436.96853505,1.64595952,0.12866542,193.1210965,28.37033434,367.65579371
124.61,2411.56,625.22,0.90014845,29.0392767,0.31120487,2419.90629016,35697.60639024,1.51198699,0.11385487,177.32066097,25.92494516,329.87991146
,,,0.83178801,27.37642132,0.30310971,2279.51417661,34616.06800347,1.4062323,0.11128515,163.80810442,23.17946491,305.05216646
,,,0.90660881,28.60265892,0.30222359,2390.305302,35678.12920411,1.57727861,0.1121849,170.97822469,25.74251926,325.78403859
,,,1.04658407,32.81624582,0.32581045,2714.94534372,37332.85368874,1.74277833,0.12561707,188.03367237,28.36971009,354.32934483
124.28,2429.81,623.9,1.01100086,30.9852604,0.37007655,2633.51841662,36684.92451667,1.73475328,0.12308763,182.9806911,27.3952343,362.79464562
125.06,2421.28,605.12,1.02440033,33.95631637,0.42337353,2706.12497095,37575.17957566,1.75282424,0.13040256,187.263982,27.63148036,401.26231473
123.54,2404.61,572.84,1.04532119,39.47090699,0.39996289,2855.12653096,39208.76599489,1.84047105,0.13336542,193.08618431,28.63080951,427.80792961
125.89,2451.76,599.05,0.97019603,37.41507138,0.37632255,2688.19499931,36894.40532994,1.71090831,0.12137417,178.87201467,26.44299507,391.39531064
,,,0.92328578,39.58540119,0.3721774,2630.57680077,35551.95872588,1.65900908,0.11914423,173.02871738,25.60755124,390.43184585
,,,0.94528629,42.30837824,0.37180708,2715.09266119,35862.37772747,1.67824828,0.12429435,176.63943035,25.91248083,393.82021338
125.9,2466.09,605.13,0.86115488,38.2623335,0.33104994,2590.26330395,33560.70783776,1.56410597,0.11576074,161.7327963,24.19516632,357.31021714
126.74,2482.85,603.59,0.87578752,41.51781354,0.32768651,2517.43862412,33472.63174808,1.58802982,0.11417881,161.16107039,23.5302181,354.00137418
127.13,2491.4,598.78,0.92003365,42.03177788,0.34333093,2608.26698585,37345.12148619,1.62482593,0.12307228,172.13865223,25.12730308,375.73467174
126.11,2521.6,610.12,0.86918199,41.09867281,0.3263507,2471.51867508,36702.59937466,1.53185675,0.11745762,168.20305888,23.5971588,352.18318757
127.35,2513.93,609.89,0.84845025,36.0460873,0.31935918,2353.76868661,37334.39952553,1.43637815,0.11797314,162.88053121,21.85097044,345.93367393
,,,0.83268337,36.44168945,0.31208361,2372.48445358,35552.51714847,1.48022006,0.11245501,162.01486248,21.32251526,343.74102005
,,,0.88316045,38.77043536,0.32438177,2508.39163246,39097.86089667,1.55835861,0.12015703,170.93088348,23.27432047,366.64895352
130.48,2527.04,617.69,0.89289677,38.71305293,0.33208479,2537.8911584,40218.47785943,1.57510989,0.12217272,172.94910161,23.40723795,368.79275866
129.64,2520.66,599.36,0.88980016,41.15364704,0.32838122,2610.93672749,40406.26898673,1.59775557,0.11961407,178.65942373,24.18085206,373.56615382
130.15,2513.93,604.87,0.83190807,39.70361677,0.30776119,2367.6634963,38347.06322666,1.48257293,0.11406148,166.45893627,21.832226,347.03343605
131.79,2527.42,616.6,0.84143816,39.26459349,0.30649565,2372.00202359,38053.50417253,1.48219392,0.11437088,167.05569312,22.15489122,352.73851932
130.46,2511.35,623.31,0.79764845,36.64879726,0.29347221,2231.73314201,35787.24478177,1.41539597,0.10589558,156.35563028,20.39336123,336.80968918
,,,0.7616733,35.35343464,0.28735578,2178.49913873,35615.86927002,1.39056985,0.10840062,153.29544922,19.91080622,335.71284371
,,,0.77637699,35.32201165,0.28090031,2246.36453295,35698.29644336,1.42918763,0.10819121,155.09258447,20.80651277,340.06718574
132.3,2529.1,620.83,0.61038802,26.65740024,0.17869117,1888.44749682,31676.69373254,1.17747986,0.09096408,124.78646256,15.85063849,270.98443944
133.98,2539.99,623.71,0.54506708,26.77185571,0.19103065,1874.95002135,32505.6598245,1.15325442,0.08853063,119.60268257,16.3802756,261.81808367
133.7,2529.23,656.57,0.62653535,30.04888728,0.23217351,1989.73627073,33723.0289781,1.25289584,0.09477718,128.67498521,17.8716959,294.49029442
133.41,2545.64,679.82,0.67199983,31.18103477,0.26278229,1988.45627579,34662.43589358,1.35608726,0.10080688,134.48460053,18.0547136,308.39704667
133.11,2539.9,671.87,0.61332274,28.69886234,0.23915293,1813.21723241,31637.78005541,1.25647848,0.09495743,125.68774237,15.90518993,281.6209029
,,,0.61543549,29.7128554,0.2447839,1829.23921725,32186.27767093,1.25043983,0.09536929,126.65725815,16.10042424,279.43804329
,,,0.64692267,31.92939059,0.26444968,1978.89466209,34649.64458753,1.33520171,0.10626715,132.34789169,17.09566736,290.56701985
134.78,2536.39,688.72,0.64374639,32.92778164,0.2568567,2079.65743586,34434.33531428,1.32475207,0.10906214,137.37085321,17.6838602,289.53411822
136.33,2520.37,680.76,0.70172477,33.86680149,0.26276884,2160.76835244,35867.77773549,1.36843749,0.11535536,143.70291762,18.55432976,300.21154806
136.96,2506.32,679.7,0.70637445,35.55640607,0.25421537,2274.54771264,35040.83724889,1.3834715,0.11534992,144.13583105,19.27835826,303.29587691
137.27,2527.37,677.92,0.66118021,33.40403357,0.24454948,2113.60552345,33572.11765253,1.33561147,0.11211262,137.57752757,17.87039878,288.21840481
139.96,2574.38,678.9,0.65676289,34.02048201,0.24526382,2150.04036404,33897.04858963,1.39439704,0.11391362,136.94369585,18.24172609,287.42309381
,,,0.67288818,34.47881569,0.24641099,2226.11428196,34668.54840182,1.40683592,0.1184066,140.27968797,19.52475708,298.23711708
,,,0.69494543,34.31060133,0.24648301,2321.72411157,35287.77976616,1.4581844,0.12242731,144.90584922,20.77187449,307.73209557
,,,0.65430037,32.98458751,0.23161442,2198.58246387,33746.00245614,1.4048981,0.11581379,138.07324564,20.09518102,302.37798013
142.02,2595.42,659.58,0.66540248,34.26913971,0.23442176,2324.67944917,34235.19345116,1.41805266,0.12285622,138.98563599,22.40018588,320.93480178
144.57,2601.55,644.65,,,,,,,,,,
143.24,2583.54,652.81,,,,,,,,,,
145.11,2591.49,656.95,,,,,,,,,,
144.5,2611.28,685.7,,,,,,,,,,
145.64,2619.89,668.54,,,,,,,,,,
149.15,2641.65,653.38,,,,,,,,,,
148.48,2625.33,650.6,,,,,,,,,,
146.39,2636.91,644.22,,,,,,,,,,
142.45,2585.08,646.22,,,,,,,,,,
146.15,2622.03,660.5,,,,,,,,,,
145.4,2652.01,655.29,,,,,,,,,,
146.8,2666.57,649.26,,,,,,,,,,
148.56,2756.32,643.38,,,,,,,,,,
148.99,2792.89,657.62,,,,,,,,,,
146.77,2735.93,644.78,,,,,,,,,,
144.98,2727.63,646.98,,,,,,,,,,
145.64,2730.81,677.35,,,,,,,,,,
145.86,2704.42,687.2,,,,,,,,,,
145.52,2719.79,709.67,,,,,,,,,,
147.36,2725.6,709.74,,,,,,,,,,
146.95,2720.57,710.92,,,,,,,,,,
147.06,2738.8,714.63,,,,,,,,,,
146.14,2740.72,699.1,,,,,,,,,,
146.09,2760.04,713.76,,,,,,,,,,
145.6,2761.93,709.99,,,,,,,,,,
145.86,2753.79,707.82,,,,,,,,,,
148.89,2767.79,722.25,,,,,,,,,,
149.1,2768.12,717.17,,,,,,,,,,
151.12,2778.32,686.17,,,,,,,,,,
150.19,2746.01,665.71,,,,,,,,,,
146.36,2731.4,688.99,,,,,,,,,,
146.7,2738.27,673.47,,,,,,,,,,
148.19,2768.74,680.26,,,,,,,,,,
149.71,2821.99,706.3,,,,,,,,,,
149.62,2847.97,708.49,,,,,,,,,,
148.36,2859.0,711.2,,,,,,,,,,
147.54,2842.46,701.16,,,,,,,,,,
148.6,2891.01,711.92,,,,,,,,,,
153.12,2909.39,730.91,,,,,,,,,,
151.83,2909.24,735.72,,,,,,,,,,
152.51,2916.84,734.09,,,,,,,,,,
153.65,2884.38,732.39,,,,,,,,,,
154.3,2895.5,733.57,,,,,,,,,,
156.69,2910.38,752.92,,,,,,,,,,
155.11,2897.67,753.87,,,,,,,,,,
154.07,2898.27,754.86,,,,,,,,,,
148.97,2838.42,736.27,,,,,,,,,,
149.55,2869.3,743.0,,,,,,,,,,
148.12,2868.12,744.49,,,,,,,,,,
149.03,2904.12,755.83,,,,,,,,,,
148.79,2887.47,756.99,,,,,,,,,,
146.06,2829.27,759.49,,,,,,,,,,
142.94,2780.34,730.17,,,,,,,,,,
143.43,2792.93,739.38,,,,,,,,,,
145.85,2818.77,751.94,,,,,,,,,,
146.83,2836.53,753.64,,,,,,,,,,
146.92,2852.66,774.39,,,,,,,,,,
145.37,2830.02,791.36,,,,,,,,,,
141.91,2723.68,777.56,,,,,,,,,,
142.83,2690.42,781.31,,,,,,,,,,
141.5,2665.31,775.48,,,,,,,,,,
142.65,2729.25,775.22,,,,,,,,,,
